"","diss","age","lat","long","site","dataset"
"3911",0.263491844377218,13340,42.33,-83.63,"Frains Lake",847
"4167",0.320723189898355,14965,44.05,-87.733333,"Gass Lake",860
"4178",0.277040853926202,7562,30.785,-96.721111,"Gause Bog",861
"4179",0.250732645460457,7938,30.785,-96.721111,"Gause Bog",861
"4182",0.333513085868709,9062,30.785,-96.721111,"Gause Bog",861
"4183",0.295184298600667,9438,30.785,-96.721111,"Gause Bog",861
"4248",0.394376443750318,11541,45.17,-81.32,"Georgian Bay, Lake Huron (2)",863
"4433",0.250406333993978,9848,49.4533,-99.2976,"Jones Lake [Glenboro site]",878
"4434",0.248159680449258,9987,49.4533,-99.2976,"Jones Lake [Glenboro site]",878
"4435",0.260137180830048,10127,49.4533,-99.2976,"Jones Lake [Glenboro site]",878
"4959",0.485070243044789,3026,43.64,-79.47,"Grenadier Pond",986
"4960",0.493341611972785,3068,43.64,-79.47,"Grenadier Pond",986
"4961",0.320609377315238,3110,43.64,-79.47,"Grenadier Pond",986
"5141",0.253583432610934,5994,43.433056,-89.675,"Hanson Marsh",1004
"5194",0.264929166053929,11145,48.2375,-65.838889,"Lac Harriman",1007
"5212",0.278444407757256,3282,42.566667,-72.883333,"Hawley Bog Pond-1",1012
"5214",0.254691305945558,4294,42.566667,-72.883333,"Hawley Bog Pond-1",1012
"5262",0.251813031748256,3417,45.988889,-73.3,"Tourbière de Lanoraie HENRI",1033
"5264",0.326814890234472,3647,45.988889,-73.3,"Tourbière de Lanoraie HENRI",1033
"5522",0.273013232109633,10533,42.541667,-78.670278,"Houghton Bog",1113
"5523",0.346806904603818,10736,42.541667,-78.670278,"Houghton Bog",1113
"5644",0.275485037235272,12,43.64,-79.48,"Humber Pond 3",1135
"5647",0.259827928693328,53,43.64,-79.48,"Humber Pond 3",1135
"5673",0.294500290939443,2960,43.64,-79.48,"Humber Pond 3",1135
"5674",0.299709612942665,3042,43.64,-79.48,"Humber Pond 3",1135
"5756",0.253511993221368,657,48.618611,-58.965,"Hynes Brook Salt Marsh",1139
"5789",0.257777047349278,6065,50.916667,-90.45,"Indian Lake",1147
"5816",0.270970322903308,9643,44.483333,-77.05,"Inglesby Lake",1149
"5818",0.488688503405763,10057,44.483333,-77.05,"Inglesby Lake",1149
"6120",0.249119302478341,-15,50.22,-80.2,"James Bay",1171
"6121",0.289999403567792,45,50.22,-80.2,"James Bay",1171
"6123",0.278085046185749,195,50.22,-80.2,"James Bay",1171
"6130",0.262579071282362,1135,50.22,-80.2,"James Bay",1171
"6131",0.258241201580454,1386,50.22,-80.2,"James Bay",1171
"6132",0.268243889877637,1537,50.22,-80.2,"James Bay",1171
"6140",0.248163478528251,2641,50.22,-80.2,"James Bay",1171
"6214",0.323771609199876,11990,48.24,-58.24,"Joes Pond",1391
"6399",0.34921337197525,3465,48.365833,-71.566944,"Lac Kénogami",1451
"6440",0.265274120751983,3323,44.195833,-79.512778,"Marais de Keswick",3454
"6441",0.271675041966238,3371,44.195833,-79.512778,"Marais de Keswick",3454
"6462",0.26151963832594,1047,44.7724,-93.1249,"Kirchner Marsh",1520
"6689",0.33446144221445,9474,46.716667,-70.3,"Lac Colin",1569
"6772",0.243413097837784,11554,44.263889,-66.079167,"Lac à Magie",1572
"6791",0.267811111878155,3484,41.416667,-84.75,"Ladd Lake",1574
"6977",0.427184124647025,5642,44.8009,-93.1617,"Lake Carlson",1588
"6978",0.418495516704806,5697,44.8009,-93.1617,"Lake Carlson",1588
"6979",0.266468023334411,5752,44.8009,-93.1617,"Lake Carlson",1588
"6985",0.270141133965898,6852,44.8009,-93.1617,"Lake Carlson",1588
"6987",0.289500578847611,7127,44.8009,-93.1617,"Lake Carlson",1588
"6988",0.299493458203497,7182,44.8009,-93.1617,"Lake Carlson",1588
"7006",0.284762873605286,11087,44.8009,-93.1617,"Lake Carlson",1588
"7010",0.263946704269645,11586,44.8009,-93.1617,"Lake Carlson",1588
"7398",0.245270708155612,18,51.573333,-55.55,"L'Anse aux Meadows Site",1611
"7401",0.250029455071346,149,51.573333,-55.55,"L'Anse aux Meadows Site",1611
"7413",0.276362438917359,675,51.573333,-55.55,"L'Anse aux Meadows Site",1611
"7421",0.254684378111218,1025,51.573333,-55.55,"L'Anse aux Meadows Site",1611
"7422",0.282536212074798,1069,51.573333,-55.55,"L'Anse aux Meadows Site",1611
"7424",0.275638198130538,1148,51.573333,-55.55,"L'Anse aux Meadows Site",1611
"7425",0.289845522343674,1175,51.573333,-55.55,"L'Anse aux Meadows Site",1611
"7426",0.314268328973866,1202,51.573333,-55.55,"L'Anse aux Meadows Site",1611
"7427",0.254905386256918,1229,51.573333,-55.55,"L'Anse aux Meadows Site",1611
"7428",0.320907965053211,1256,51.573333,-55.55,"L'Anse aux Meadows Site",1611
"7429",0.293787819431476,1283,51.573333,-55.55,"L'Anse aux Meadows Site",1611
"7430",0.274261741480929,1310,51.573333,-55.55,"L'Anse aux Meadows Site",1611
"7431",0.328189745602967,1337,51.573333,-55.55,"L'Anse aux Meadows Site",1611
"7432",0.393687153991241,1364,51.573333,-55.55,"L'Anse aux Meadows Site",1611
"7433",0.352392837362073,1391,51.573333,-55.55,"L'Anse aux Meadows Site",1611
"7434",0.29425069736695,1418,51.573333,-55.55,"L'Anse aux Meadows Site",1611
"7445",0.268857145446108,1715,51.573333,-55.55,"L'Anse aux Meadows Site",1611
"7446",0.273587581355408,1742,51.573333,-55.55,"L'Anse aux Meadows Site",1611
"7447",0.271419368752407,1769,51.573333,-55.55,"L'Anse aux Meadows Site",1611
"7448",0.257967102143139,1796,51.573333,-55.55,"L'Anse aux Meadows Site",1611
"7449",0.26962570506489,1823,51.573333,-55.55,"L'Anse aux Meadows Site",1611
"7450",0.299081730543118,1850,51.573333,-55.55,"L'Anse aux Meadows Site",1611
"7451",0.337463567033863,1877,51.573333,-55.55,"L'Anse aux Meadows Site",1611
"7452",0.407200852896467,1901,51.573333,-55.55,"L'Anse aux Meadows Site",1611
"7454",0.25573307122742,1947,51.573333,-55.55,"L'Anse aux Meadows Site",1611
"7455",0.275723419730251,1970,51.573333,-55.55,"L'Anse aux Meadows Site",1611
"7460",0.284378540130872,2084,51.573333,-55.55,"L'Anse aux Meadows Site",1611
"7506",0.271544773421618,4210,46,-73.216944,"Tourbière de Lanoraie STJEAN",1615
"7543",0.30594493300916,5002,49.207778,-65.812778,"Lac à Léonard",1626
"7544",0.249826547694993,5224,49.207778,-65.812778,"Lac à Léonard",1626
"7644",0.249777430462072,11516,45.144444,-66.716667,"Little Lake (CA:New Brunswick)",1640
"7645",0.267115065568831,11950,45.144444,-66.716667,"Little Lake (CA:New Brunswick)",1640
"7646",0.460773473721368,12383,45.144444,-66.716667,"Little Lake (CA:New Brunswick)",1640
"7853",0.267558407811528,5930,52.45,-56.433333,"Lake Hope Simpson",1650
"7870",0.332129916347711,10376,44.668056,-63.938889,"Little Lake (CA:Nova Scotia)",1651
"7874",0.306398992995332,11841,44.668056,-63.938889,"Little Lake (CA:Nova Scotia)",1651
"7881",0.344390814879122,12571,44.668056,-63.938889,"Little Lake (CA:Nova Scotia)",1651
"7887",0.322103736742278,8792,43.166667,-78.716667,"Lockport Gulf Section",1655
"7939",0.245525260634485,12198,40.483333,-75.666667,"Longswamp",1661
"7940",0.247655726799525,12217,40.483333,-75.666667,"Longswamp",1661
"7942",0.29766317090064,12256,40.483333,-75.666667,"Longswamp",1661
"7996",0.315552254442138,11983,45.033333,-68.2,"Loon Pond",1663
"8100",0.41654265583293,9934,45.975,-59.845833,"Main-à-Dieu",1689
"8101",0.322090299599626,10066,45.975,-59.845833,"Main-à-Dieu",1689
"8102",0.27577896219671,10133,45.975,-59.845833,"Main-à-Dieu",1689
"8397",0.243895594076922,6076,56.783333,-64.833333,"Lac Martyne",1709
"8398",0.272521883567411,6196,56.783333,-64.833333,"Lac Martyne",1709
"8399",0.266015144297387,6317,56.783333,-64.833333,"Lac Martyne",1709
"8665",0.245137431746442,8930,44.816667,-97.35,"Medicine Lake",3487
"8679",0.298050363163313,9131,44.816667,-97.35,"Medicine Lake",1732
"8690",0.244538460825969,10084,44.816667,-97.35,"Medicine Lake",1732
"8807",0.248797862139747,11200,47.496944,-70.375833,"Lac Mimi",1754
"8897",0.335352632041494,9107,46.525833,-97.241389,"Mirror Pool",1759
"9151",0.318735609274797,58,39.53,-95.513333,"Muscotah Marsh",1782
"9152",0.340237700219608,70,39.53,-95.513333,"Muscotah Marsh",1782
"9153",0.343458799781004,83,39.53,-95.513333,"Muscotah Marsh",1782
"9159",0.259333464110547,4878,39.53,-95.513333,"Muscotah Marsh",1782
"9163",0.249337993643232,6740,39.53,-95.513333,"Muscotah Marsh",1782
"9165",0.260728839849565,7530,39.53,-95.513333,"Muscotah Marsh",1782
"9166",0.272016870488162,8138,39.53,-95.513333,"Muscotah Marsh",1782
"9172",0.244919777810172,9778,39.53,-95.513333,"Muscotah Marsh",1782
"9182",0.253454321095767,10474,39.53,-95.513333,"Muscotah Marsh",3495
"9256",0.335612814097602,628,34.663333,-95.386111,"Natural Lake",1789
"9257",0.293261387467622,661,34.663333,-95.386111,"Natural Lake",1789
"9439",0.399810453471016,9674,46.6,-81.5,"Nina Lake",1807
"9444",0.249015631575675,211,41.283333,-70.208333,"No Bottom Pond",1814
"9445",0.327708558020177,255,41.283333,-70.208333,"No Bottom Pond",1814
"9682",0.300853092113233,8157,37.116667,-89.833333,"Old Field",1826
"9683",0.265932436037745,8361,37.116667,-89.833333,"Old Field",1826
"9858",0.245879276794022,0,40.8,-77.416667,"Panther Run Pond",1848
"9869",0.283393223677177,6157,40.8,-77.416667,"Panther Run Pond",1848
"9870",0.254642984492775,6400,40.8,-77.416667,"Panther Run Pond",1848
"9989",0.311497809789904,9436,48.56,-88.74,"Pass Lake",1862
"9991",0.352653202495299,9566,48.56,-88.74,"Pass Lake",1862
"10050",0.337466094374323,12090,30.366667,-97.116667,"Patschke Bog",3500
"10055",0.299691698344551,15004,30.366667,-97.116667,"Patschke Bog",3500
"10056",0.314054475023534,11497,30.366667,-97.116667,"Patschke Bog",1865
"10059",0.36321280144436,14515,30.366667,-97.116667,"Patschke Bog",1865
"10083",0.475897977601546,9899,43.33,-79.82,"Peatsah Section",1879
"10084",0.689517944356173,10126,43.33,-79.82,"Peatsah Section",1879
"10086",0.253862801121583,11317,43.33,-79.82,"Peatsah Section",1879
"10248",0.296159763779599,10494,45.469444,-75.808333,"Pink Lake",1904
"10400",0.298881455892904,6907,42.916667,-81.25,"Pond Mills Pond",1963
"10525",0.296686580318995,41,46.673611,-64.075,"Portage Bog",1968
"10526",0.2862975619099,83,46.673611,-64.075,"Portage Bog",1968
"10566",0.283373108338497,3257,46.673611,-64.075,"Portage Bog",1968
"10577",0.423700818570512,5624,46.673611,-64.075,"Portage Bog",1968
"10584",0.272488362146023,8214,46.673611,-64.075,"Portage Bog",1968
"10587",0.242939871727163,9324,46.673611,-64.075,"Portage Bog",1968
"10627",0.330370699602643,14289,36.6,-90.583333,"Powers Fort Swale",1974
"10635",0.300547359815991,17441,36.6,-90.583333,"Powers Fort Swale",1974
"10681",0.28056175907752,4,42.622222,-78.466667,"Protection Bog",1980
"10682",0.249060199077222,46,42.622222,-78.466667,"Protection Bog",1980
"10683",0.267161333944745,87,42.622222,-78.466667,"Protection Bog",1980
"10717",0.36751868906321,931,47.075,-64.8,"Point Escuminac",1981
"10734",0.43529092239321,2368,47.075,-64.8,"Point Escuminac",1981
"10748",0.246344943695541,3283,47.075,-64.8,"Point Escuminac",1981
"10763",0.280671290664169,4751,47.075,-64.8,"Point Escuminac",1981
"10781",0.327790986014801,7545,47.075,-64.8,"Point Escuminac",1981
"10788",0.317705880807311,8701,47.075,-64.8,"Point Escuminac",1981
"10789",0.352471171863196,8864,47.075,-64.8,"Point Escuminac",1981
"10790",0.457176671959585,9025,47.075,-64.8,"Point Escuminac",1981
"10791",0.630317718961516,9183,47.075,-64.8,"Point Escuminac",1981
"10792",0.261036871659781,9338,47.075,-64.8,"Point Escuminac",1981
"10800",0.322205915278458,10101,47.075,-64.8,"Point Escuminac",1981
"10801",0.285768696472953,10126,47.075,-64.8,"Point Escuminac",1981
"10805",0.385697965790649,10303,47.075,-64.8,"Point Escuminac",1981
"10806",0.384407608759572,10347,47.075,-64.8,"Point Escuminac",1981
"10807",0.402337691192587,10390,47.075,-64.8,"Point Escuminac",1981
"10951",0.259438613026652,8251,40.666667,-84.883333,"Pyle Site",2001
"11001",0.265145465652605,7570,41,-81.966667,"Quillin Site",2007
"11068",0.244822594878291,3610,58.232778,-72.066944,"Tourbière de la Rivière-aux-Feuilles",2016
"11069",0.281587235321846,3655,58.232778,-72.066944,"Tourbière de la Rivière-aux-Feuilles",2016
"11136",0.24366105901575,10281,45.6,-76.1,"Ramsay Lake",2023
"11137",0.244217339002359,10305,45.6,-76.1,"Ramsay Lake",2023
"11140",0.364480171137432,10589,45.6,-76.1,"Ramsay Lake",2023
"11141",0.408433131579101,10613,45.6,-76.1,"Ramsay Lake",2023
"11142",0.374943742652714,10629,45.6,-76.1,"Ramsay Lake",2023
"11472",0.345655111790696,289,51.6,-55.53,"L'Anse aux Meadows Road Cut Bog",2262
"11474",0.276817128757826,872,51.6,-55.53,"L'Anse aux Meadows Road Cut Bog",2262
"11476",0.256151701286296,1456,51.6,-55.53,"L'Anse aux Meadows Road Cut Bog",2262
"11477",0.243684036780899,1748,51.6,-55.53,"L'Anse aux Meadows Road Cut Bog",2262
"11478",0.427956445878217,2039,51.6,-55.53,"L'Anse aux Meadows Road Cut Bog",2262
"11482",0.535679893068899,3631,51.6,-55.53,"L'Anse aux Meadows Road Cut Bog",2262
"11648",0.247080744736483,14193,41.3559,-72.3027,"Rogers Lake",2270
"11726",0.401013166330119,9872,41.916667,-77.925,"Rose Lake",2289
"11728",0.268159518166414,10918,41.916667,-77.925,"Rose Lake",2289
"11962",0.313250714830819,5,42.98,-82.32,"Sarnia Elk Site Section",2341
"11963",0.341865849707953,131,42.98,-82.32,"Sarnia Elk Site Section",2341
"11964",0.508359838346756,157,42.98,-82.32,"Sarnia Elk Site Section",2341
"11965",0.422346280297291,183,42.98,-82.32,"Sarnia Elk Site Section",2341
"11966",0.460331260328855,209,42.98,-82.32,"Sarnia Elk Site Section",2341
"11968",0.248987381429687,262,42.98,-82.32,"Sarnia Elk Site Section",2341
"12000",0.260672696683675,5249,42.98,-82.32,"Sarnia Elk Site Section",2341
"12021",0.244044091117557,7234,46.057778,-74.466944,"Lac Manitou",2342
"12125",0.252318161069562,7237,44.85,-79.98,"Second Lake",2353
"12148",0.340835593944491,50,44.45,-87.515556,"Seidel",3620
"12285",0.305725878266043,3722,49.8458,-99.5909,"Sewell Lake",2372
"12382",0.27951480478044,4529,36.525,-81.933333,"Shady Valley Bog",2374
"12389",0.288338258112388,9500,36.525,-81.933333,"Shady Valley Bog",2374
"12420",0.262663454569023,0,45.016667,-64.183333,"Shaws Bog",2377
"12427",0.265727592244511,2074,45.016667,-64.183333,"Shaws Bog",2377
"12434",0.251618226770895,3922,45.016667,-64.183333,"Shaws Bog",2377
"12461",0.25545467924445,1585,45.358889,-72.584722,"Mont Shefford",2378
"12514",0.243799584242674,3042,45.15,-81.416667,"Shouldice Lake",2382
"12602",0.263288310394204,13289,44.563333,-63.642778,"Silver Lake (CA:Nova Scotia)",2384
"12889",0.271518046508613,12065,41.673889,-76.35,"Spring Lake (US:Pennsylvania)",2591
"13095",0.442627022471086,6550,53.95,-58.916667,"Saint John Island Pond",2603
"13143",0.306579054911537,7227,40.216667,-84.689444,"Stotzel-Leis Site",2609
"13218",0.30201555856305,10120,41.391389,-74.037778,"Sutherland Pond",2617
"13220",0.244520839134285,10737,41.391389,-74.037778,"Sutherland Pond",2617
"13238",0.541862226128692,16625,41.391389,-74.037778,"Sutherland Pond",2617
"13239",0.287023554747419,17325,41.391389,-74.037778,"Sutherland Pond",2617
"13240",0.316077774356576,18025,41.391389,-74.037778,"Sutherland Pond",2617
"13244",0.252149255021701,20825,41.391389,-74.037778,"Sutherland Pond",2617
"13289",0.278453326172803,341,44.15,-91.45,"Tamarack Creek",2624
"13290",0.283456010009351,433,44.15,-91.45,"Tamarack Creek",2624
"13404",0.284515517624528,15750,41.033333,-75.266667,"Tannersville Bog",2626
"13407",0.31425397592119,9000,41.9,-71.066667,"Williams Street Bog",2628
"13434",0.288028021115849,4367,41.275,-70.058333,"Taupawshas Bog",2629
"13435",0.581941102003107,4698,41.275,-70.058333,"Taupawshas Bog",2629
"13438",0.247702873060756,6683,41.275,-70.058333,"Taupawshas Bog",2629
"13442",0.260926609829596,8337,41.275,-70.058333,"Taupawshas Bog",2629
"13450",0.26579390433962,-38,25.201944,-80.687222,"Taylor Slough Site 15",2632
"13451",0.371997575908254,-34,25.201944,-80.687222,"Taylor Slough Site 15",2632
"13454",0.411366463653313,339,25.201944,-80.687222,"Taylor Slough Site 15",2632
"13455",0.832078868322607,383,25.201944,-80.687222,"Taylor Slough Site 15",2632
"13512",0.256622104047749,7526,47.187778,-95.770556,"Terhell Pond",2638
"13830",0.261536236834432,118,35.584722,-84.210556,"Tuskegee Pond",2673
"13831",0.249323903390866,142,35.584722,-84.210556,"Tuskegee Pond",2673
"13832",0.312435529165248,168,35.584722,-84.210556,"Tuskegee Pond",2673
"13833",0.243342250298949,192,35.584722,-84.210556,"Tuskegee Pond",2673
"13843",0.292139853077307,806,35.584722,-84.210556,"Tuskegee Pond",2673
"13844",0.317094450950546,1029,35.584722,-84.210556,"Tuskegee Pond",2673
"13964",0.333131666188778,6687,47.308333,-84.258333,"Upper Mallot Lake",2890
"14188",0.283503965104105,43,28.974167,-80.668889,"Water Conservation Area 3A, Site 4 (CA315 (AAS))",2945
"14235",0.285877322330924,14690,47.471667,-91.66,"Weber Lake",3837
"14240",0.274821937933316,10511,41.083333,-86.433333,"Wells Mastodon Site",2947
"14303",0.257253253213096,9444,45.033333,-77.433333,"Weslemkoon Lake",2949
"14480",0.294510024091415,9454,46.116667,-94.116667,"Wolf Creek",3029
"14481",0.278696975309554,9615,46.116667,-94.116667,"Wolf Creek",3029
"14681",0.324341258544939,1778,47.15,-99.233333,"Woodworth Pond",3036
"14685",0.351828491264447,5333,47.15,-99.233333,"Woodworth Pond",3036
"14704",0.252291871808102,2565,43.9,-80.4,"Wylde Bog",3041
"14705",0.283783202353319,2778,43.9,-80.4,"Wylde Bog",3041
"14818",0.325020699603688,5818,48.503889,-79.637778,"Lac Yelle",3046
"15025",0.256732639293631,19453,38.111944,-93.366944,"Boney Spring",3067
"15298",0.536969128066795,26,45.033333,-93.633333,"Pogonia Bog Pond",3541
"15450",0.368421414232699,7571,46.891944,-71.807778,"Saint-Raymond",3565
"15451",0.431936620334526,7651,46.891944,-71.807778,"Saint-Raymond",3565
"15452",0.59118911634761,7731,46.891944,-71.807778,"Saint-Raymond",3565
"15453",0.254759711752412,7810,46.891944,-71.807778,"Saint-Raymond",3565
"15530",0.275288428393431,-3,47.073611,-98.587222,"Spiritwood Lake",3774
"15531",0.251183752253061,14,47.073611,-98.587222,"Spiritwood Lake",3774
"15602",0.316585552772763,8011,47.073611,-98.587222,"Spiritwood Lake",3774
"15634",0.294052946821311,11456,45.255556,-67.330556,"Basswood Road Lake/Splan Pond",3775
"15635",0.303053534942984,11489,45.255556,-67.330556,"Basswood Road Lake/Splan Pond",3775
"15636",0.305714479571213,11523,45.255556,-67.330556,"Basswood Road Lake/Splan Pond",3775
"15637",0.306925460793729,11573,45.255556,-67.330556,"Basswood Road Lake/Splan Pond",3775
"15638",0.29536980975639,11606,45.255556,-67.330556,"Basswood Road Lake/Splan Pond",3775
"15692",0.286746473271406,523,48.108333,-92.016667,"Third Lake",3786
"15697",0.248133247303976,754,48.108333,-92.016667,"Third Lake",3786
"15701",0.254861467124597,869,48.108333,-92.016667,"Third Lake",3786
"15711",0.2884310038666,1292,48.108333,-92.016667,"Third Lake",3786
"15717",0.413312759532527,1446,48.108333,-92.016667,"Third Lake",3786
"15766",0.257333326192242,6613,42.516667,-72.2125,"Tom Swamp",3790
"15870",0.269300709251842,18700,43.416667,-84.883333,"Vestaburg Bog",3831
