"sample.depths","sample.ages","Abies","Acer","Alnus","Betula","Carya","Castanea","Celtis","Cephalanthus","Cornus","Corylus","Cupressaceae.Taxaceae","Ericaceae","Fagus","Fraxinus","Ilex","Juglans","Liquidambar","Liriodendron","Magnolia","Myrica","Nyssa","Ostrya.Carpinus","Picea","Pinus","Platanus","Quercus","Salix","Tilia","Tsuga","Ulmus","Vitis","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Chenopodiaceae","Cyperaceae","Lamiaceae","Malvaceae","Onagraceae","Plantago","Poaceae","Polygonum","Diphasiastrum.complanatum","Huperzia.lucidula","Myriophyllum","Nuphar","Nymphaea","Sagittaria","Typha","Spore..monolete.","Spore..trilete.","Indeterminable..crumpled.","Unknown..tricolpate.","Unknown..tricolporate.","Unknown..triporate."
955,7720,0,1,1,0,24,0,0,0,0,1,0,0,2,0,0,1,3,0,0,0,0,0,1,43,0,201,0,0,9,3,0,1,0,0,2,0,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,1,0,0,0
965,7768,0,1,0,1,24,0,0,0,0,1,1,0,3,0,0,0,10,0,0,0,2,1,1,64,0,169,0,0,10,1,0,0,0,0,1,0,1,6,0,0,0,0,17,0,0,0,0,0,0,0,0,7,4,5,0,0,0
975,7815,0,1,3,5,19,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,1,0,52,0,186,0,0,11,1,0,7,0,0,1,0,3,2,0,0,0,1,15,0,0,0,0,0,0,0,0,5,4,1,0,0,0
979,7834,0,0,0,3,29,0,0,0,0,0,1,0,1,2,0,0,11,2,0,0,4,0,5,87,1,153,0,0,21,4,1,1,0,0,1,0,3,5,0,0,0,0,17,0,1,1,0,0,0,0,1,12,10,3,0,0,3
985,7863,0,0,0,2,18,0,0,0,0,0,0,0,1,0,0,4,8,0,0,0,0,1,5,76,0,167,0,0,10,0,0,0,0,0,2,0,1,2,0,0,0,0,13,0,0,0,0,0,0,0,0,10,2,3,0,0,0
995,7917,0,0,0,1,18,0,0,0,0,0,0,0,5,0,0,0,14,0,0,0,1,1,1,83,0,161,0,0,7,1,0,0,0,0,1,0,1,6,0,0,0,0,9,0,0,0,0,0,0,0,0,6,4,2,0,0,0
999,7947,0,0,1,4,21,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,1,1,58,0,188,0,0,6,1,0,5,0,0,4,0,1,3,0,0,0,2,14,0,0,0,0,0,0,0,0,8,0,6,0,0,0
1009,8023,0,0,6,6,17,1,0,0,0,2,2,1,1,0,1,0,3,0,0,0,3,0,0,42,2,232,0,0,6,1,0,6,0,0,2,0,9,2,0,0,0,0,25,0,1,1,0,0,0,0,0,4,7,7,0,1,1
1019,8098,0,0,2,3,17,0,0,0,0,2,2,0,0,2,0,1,4,0,0,0,1,0,4,59,0,194,0,0,18,2,0,0,0,0,2,0,4,4,0,0,0,0,12,0,2,0,0,0,0,0,1,9,14,11,1,1,0
1029,8174,1,2,6,6,12,0,0,0,0,3,3,0,0,1,0,1,4,1,0,0,4,0,2,55,0,240,0,0,10,3,0,1,0,1,2,0,3,3,0,0,0,0,21,0,0,0,0,0,0,0,2,5,11,11,0,2,0
1039,8250,0,0,1,3,8,0,0,0,0,1,2,0,0,1,0,0,4,0,0,0,3,0,1,51,0,195,0,0,6,0,0,0,0,0,1,0,3,6,0,0,0,0,18,1,0,0,0,0,0,0,3,14,12,10,1,2,0
1049,8326,0,0,7,7,11,0,0,0,0,1,3,0,0,0,0,1,6,0,0,0,0,0,2,31,0,221,1,0,7,1,0,2,0,0,2,0,6,6,0,0,0,0,19,0,0,0,0,0,0,0,1,3,4,10,0,0,1
1059,8402,0,2,0,2,14,0,0,0,0,3,1,0,0,0,1,0,3,0,0,0,2,0,3,40,0,204,0,1,19,0,0,0,0,2,4,0,2,4,0,0,0,0,15,1,1,0,0,0,0,0,0,5,7,5,0,0,0
1069,8477,0,0,3,2,16,0,0,0,0,0,3,0,0,1,0,0,2,0,0,0,4,0,0,53,0,211,2,0,19,2,1,5,0,0,1,1,6,4,0,0,0,0,18,0,0,0,0,0,0,0,1,7,4,4,1,0,1
1079,8553,0,1,1,0,15,0,0,0,0,3,1,0,0,0,0,4,4,0,0,0,0,1,0,73,0,173,0,0,11,1,0,1,0,0,2,0,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,5,0,3,0,0,0
1089,8629,0,0,2,6,11,1,0,0,1,1,0,0,1,1,0,1,3,0,0,0,0,1,0,73,0,182,0,0,4,1,0,3,0,0,2,0,2,2,0,0,0,1,10,0,0,0,0,0,0,0,0,5,4,1,0,0,0
1099,8705,0,0,2,2,8,1,0,0,0,0,5,0,0,2,2,0,3,0,0,0,0,0,1,45,0,196,0,1,14,0,0,3,0,0,4,0,1,3,0,0,0,0,19,0,0,1,0,0,0,0,0,4,6,3,0,0,4
1109,8780,0,1,4,4,17,0,0,0,0,4,4,0,0,1,0,0,2,0,0,0,0,0,3,71,0,158,0,2,4,3,0,0,0,0,3,0,3,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,16,1,0,0,0
1119,8856,0,0,1,3,15,0,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,0,4,58,0,189,0,0,11,3,0,2,0,0,1,0,3,2,0,0,0,0,17,0,0,0,0,0,0,0,0,8,9,4,0,0,1
1129,8932,0,1,1,3,21,0,0,0,0,0,6,0,1,0,0,3,4,0,0,0,1,1,3,84,0,175,0,0,6,2,0,4,0,0,4,0,2,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,10,1,0,0,0
1139,9008,0,0,10,6,17,0,0,0,0,2,6,1,2,0,0,1,7,0,0,0,5,0,6,94,0,213,0,0,19,4,0,4,0,0,0,0,5,8,0,0,0,0,28,0,0,1,0,0,0,0,0,8,15,6,0,0,0
1149,9084,0,0,0,9,29,1,0,0,0,3,1,0,0,2,0,2,4,0,0,0,1,1,1,91,0,165,0,0,6,1,0,4,0,0,1,0,2,8,0,0,0,0,19,0,0,0,0,0,0,0,0,0,8,5,0,0,0
1159,9159,0,0,1,1,18,0,0,0,0,1,0,0,0,1,0,0,4,1,0,0,4,1,1,99,0,162,0,1,20,2,0,1,0,0,1,0,6,3,0,0,0,0,24,0,0,0,0,0,0,0,1,6,7,5,1,0,0
1165,9205,0,0,1,5,13,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,66,0,191,0,0,14,1,0,2,0,0,1,0,1,6,0,1,0,0,17,0,4,0,0,0,0,0,0,9,11,7,0,0,0
1169,9235,0,0,5,4,16,1,0,0,0,0,4,0,1,0,0,0,5,0,0,0,1,1,3,99,0,184,0,0,15,3,0,3,0,0,1,0,3,5,0,0,0,0,20,2,0,0,1,0,1,0,1,1,9,9,0,1,0
1175,9281,0,2,1,2,18,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,4,0,4,90,0,199,0,0,23,0,0,0,0,0,2,1,1,5,0,0,0,0,3,0,2,0,0,0,0,0,0,7,7,6,0,1,0
1179,9311,0,0,1,5,16,2,0,0,5,1,0,0,0,0,0,0,2,0,0,0,0,3,7,92,0,179,0,1,7,1,0,4,0,0,0,0,1,10,0,0,0,0,10,0,0,0,0,0,0,0,0,1,13,4,0,0,0
1189,9387,0,0,2,4,18,0,0,0,0,1,1,0,1,0,0,0,3,0,0,0,3,0,3,93,0,201,0,0,29,3,0,1,0,0,3,0,4,7,0,0,0,0,11,0,0,1,1,0,0,0,1,6,17,18,0,1,0
1195,9432,0,0,4,10,2,3,0,0,0,1,2,0,0,2,1,0,1,0,0,0,3,3,0,47,0,263,2,1,12,0,0,5,0,1,4,0,5,5,0,0,0,0,8,0,1,0,0,0,0,0,0,2,9,6,0,1,0
1199,9462,0,0,1,4,14,0,0,0,0,0,1,1,1,1,0,0,7,0,0,0,5,0,7,89,0,145,0,0,21,4,0,1,0,0,1,0,4,7,0,0,0,0,15,0,0,0,0,0,0,0,0,5,7,4,1,0,1
1205,9508,0,0,0,0,13,0,0,0,0,0,1,1,0,0,1,0,6,0,0,0,2,0,6,116,0,150,0,0,19,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,2,0,0,0,0,0,9,7,3,0,0,0
1209,9538,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,2,116,0,157,0,1,4,0,0,2,0,0,3,0,1,12,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0
1215,9584,0,0,3,2,17,0,0,0,0,0,2,0,0,1,0,0,4,0,0,0,1,0,4,102,0,161,0,1,34,1,0,0,0,0,2,0,3,2,0,0,0,0,8,0,3,0,0,1,0,0,0,8,9,14,2,0,0
1219,9614,0,2,4,5,9,0,0,0,0,4,6,0,0,0,0,0,2,0,0,0,0,0,0,95,0,151,0,1,4,1,0,3,0,0,2,0,5,4,0,0,0,0,27,0,0,0,0,0,0,0,0,0,7,0,0,0,0
1225,9660,0,1,0,2,13,0,0,0,0,0,1,0,5,0,0,0,3,0,0,0,0,1,1,99,0,162,0,0,10,2,0,0,0,0,5,0,4,1,0,0,0,0,16,0,0,0,0,0,0,0,0,10,3,2,0,0,0
1229,9690,0,0,0,0,15,0,0,0,0,4,4,0,0,0,0,3,4,0,0,0,0,1,1,108,0,141,0,0,4,0,0,5,0,0,2,0,2,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0
1235,9735,0,1,1,3,6,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,1,2,79,0,163,0,0,14,0,0,3,0,0,2,0,7,4,0,0,0,0,15,0,0,0,0,0,0,0,0,5,3,3,0,0,0
1239,9766,0,0,3,4,11,0,0,0,0,3,3,0,0,2,0,2,3,0,0,0,0,0,1,86,0,165,0,0,3,1,0,1,0,0,1,0,4,6,0,0,0,0,4,0,0,0,0,0,0,0,0,4,5,4,0,0,0
1245,9811,0,0,1,1,12,0,0,0,0,0,1,0,2,0,0,1,5,1,0,0,0,0,2,85,0,140,0,0,23,3,0,2,0,0,0,0,2,4,0,0,0,0,16,0,0,0,0,0,0,0,0,7,3,4,0,0,0
1249,9841,0,0,3,0,15,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,4,137,0,145,0,0,9,0,0,1,0,0,2,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,11,0,0,0,0
1255,NA,0,1,0,3,13,0,0,0,0,2,0,0,1,1,0,0,5,0,0,0,1,1,1,65,0,181,0,0,6,1,0,3,0,0,2,0,3,3,0,0,0,0,19,0,0,0,0,0,0,0,0,8,1,4,0,0,0
1269,NA,0,0,7,7,10,1,0,0,0,0,2,0,1,3,0,0,3,0,0,0,0,0,5,39,0,190,0,0,17,4,0,1,0,0,9,0,2,3,0,0,0,0,19,0,0,0,0,0,0,0,2,3,4,10,2,0,2
1274,NA,0,0,4,4,7,0,0,0,0,2,1,0,0,2,2,0,1,0,1,0,1,1,2,56,0,187,2,1,14,1,0,6,0,0,4,0,1,5,0,0,0,0,18,0,0,0,0,0,0,0,0,5,6,6,0,1,1
1279,NA,0,1,2,2,9,0,0,0,0,2,1,0,0,1,0,0,3,0,0,0,0,1,1,76,0,162,0,0,11,2,0,4,0,0,2,0,3,8,0,0,0,0,16,0,0,0,0,0,0,0,0,0,8,2,0,0,0
1289,NA,0,1,5,1,8,0,0,0,0,3,4,0,0,0,0,0,2,0,0,0,1,1,5,70,0,172,0,0,5,0,0,3,0,0,5,0,4,11,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0
1299,NA,0,0,0,0,11,0,0,0,0,4,6,0,0,0,0,0,2,0,0,0,0,3,1,81,0,165,0,0,10,0,0,0,0,0,0,0,0,9,0,0,0,0,14,0,0,0,0,0,0,0,0,0,17,0,0,0,0
1309,NA,0,0,1,5,5,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,46,0,196,0,0,8,2,0,4,0,0,2,0,4,14,0,0,0,0,16,0,0,0,0,0,0,0,0,4,1,0,0,0,0
1319,NA,0,0,6,5,5,0,0,0,0,1,5,0,1,2,0,0,2,0,0,0,1,0,1,52,0,243,0,2,11,2,0,5,0,0,2,0,3,5,0,0,0,0,21,0,0,1,0,1,0,0,3,4,4,8,1,0,5
1329,NA,0,0,1,5,10,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,1,0,66,0,175,0,0,11,1,0,4,0,0,0,0,1,12,0,0,0,1,13,0,0,0,0,0,0,0,0,13,0,1,0,0,0
1335,NA,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,2,7,117,0,108,0,0,37,2,0,0,0,0,1,0,1,5,0,0,0,0,6,0,0,0,0,0,0,0,0,9,7,0,0,0,0
1339,NA,1,0,4,1,3,0,0,0,0,0,2,0,1,2,1,0,1,0,0,0,2,1,1,67,0,205,0,0,13,6,0,8,0,0,6,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,4,14,2,0,7
1349,NA,0,0,4,3,7,2,0,0,0,5,0,0,1,0,0,0,1,0,0,0,0,2,1,45,0,191,0,0,10,2,0,5,0,0,2,0,1,8,0,0,0,0,12,0,0,0,0,0,0,0,0,9,6,1,0,0,0
1359,NA,0,0,6,4,3,3,0,0,0,1,1,0,0,0,0,0,3,0,0,0,1,1,0,55,0,181,0,1,3,0,0,7,0,0,4,0,1,9,0,0,0,0,20,0,0,0,0,0,0,0,0,5,3,0,0,0,0
1369,NA,0,0,6,9,2,1,0,0,0,3,1,0,1,0,0,0,3,0,0,0,0,0,1,55,0,234,0,0,8,0,0,10,1,0,1,0,3,7,0,0,0,1,24,0,0,0,0,0,0,0,0,7,7,7,1,0,0
1379,NA,0,1,4,3,7,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,72,0,164,0,0,12,2,0,5,0,0,1,0,4,8,0,0,0,0,16,0,0,0,0,0,0,0,0,4,3,3,0,0,0
1385,NA,0,2,5,7,8,0,0,0,0,0,2,0,0,1,0,0,4,0,0,0,5,0,5,73,0,184,0,0,20,2,0,4,0,1,0,0,2,11,0,0,0,0,17,0,0,1,0,0,0,0,0,4,8,1,2,0,1
1389,NA,0,0,4,5,5,0,0,0,0,0,7,1,0,1,0,1,2,0,0,0,2,0,2,47,0,236,2,0,11,1,0,2,0,0,3,0,0,12,1,0,0,0,8,0,0,2,0,0,0,1,0,4,8,7,2,0,1
1399,NA,0,0,3,3,5,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,1,77,0,175,0,0,11,2,0,4,0,0,3,0,3,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,610,1,0,0,0
1409,NA,0,0,6,16,4,0,0,0,0,0,2,0,1,1,1,0,5,0,0,0,2,0,2,57,0,193,1,0,13,3,0,6,0,0,3,0,2,2,0,0,0,0,30,0,0,0,0,0,0,0,0,4,10,16,0,1,1
1419,NA,0,0,51,2,12,1,0,0,0,3,0,0,2,1,0,0,2,0,0,0,0,0,1,72,0,163,0,0,12,1,0,1,0,0,2,0,3,6,0,0,0,1,22,0,0,0,0,0,0,0,0,6,1,6,0,0,0
1429,NA,0,0,2,7,5,0,0,1,0,1,4,0,0,0,1,1,1,0,0,0,1,0,4,79,0,213,0,0,16,2,0,3,0,0,2,0,2,5,0,0,0,0,9,0,0,0,0,0,0,0,0,7,9,6,4,0,1
1439,NA,0,1,0,4,5,1,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,2,0,55,0,185,0,1,7,0,0,5,0,0,8,0,4,6,0,0,0,0,22,0,0,0,0,0,0,0,0,5,4,0,0,0,0
1449,NA,2,2,6,10,5,0,0,0,0,0,4,0,2,0,1,0,0,0,0,0,1,1,4,58,4,170,0,0,16,1,0,5,0,0,3,0,2,5,0,0,0,0,14,1,0,0,0,0,0,0,2,8,9,13,2,0,1
1459,NA,0,1,0,3,7,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,2,2,63,0,197,0,0,11,2,0,3,0,0,2,0,0,2,0,0,0,0,6,0,1,0,0,0,0,0,0,6,2,2,0,0,0
1469,NA,0,1,7,6,9,2,0,0,0,0,1,0,0,3,1,0,7,0,0,0,1,0,0,64,0,164,1,0,23,0,0,6,0,0,4,0,6,7,0,0,0,0,14,0,1,0,0,0,0,0,1,5,5,5,0,0,0
1479,NA,0,0,4,3,8,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,69,0,167,0,0,12,1,0,10,0,0,4,0,1,2,0,0,0,0,23,0,1,1,0,0,0,0,0,6,4,4,0,0,0
1489,NA,0,0,2,0,3,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,1,2,1,47,0,229,0,0,13,3,0,9,0,0,2,0,2,2,0,0,0,0,5,0,0,0,0,0,0,0,1,2,8,22,2,0,3
1499,NA,0,0,1,6,3,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,68,0,166,0,0,14,0,0,5,0,0,4,0,2,5,0,0,0,0,26,0,0,0,0,0,0,0,0,6,6,2,0,0,0
1509,NA,0,0,2,3,4,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,2,0,3,76,0,203,0,0,13,1,0,6,0,0,1,0,1,6,1,0,0,0,10,0,0,0,0,0,0,0,0,7,4,3,1,0,0
1519,NA,0,0,2,8,6,0,0,0,0,3,2,0,0,0,0,0,3,0,0,0,0,0,1,68,0,170,0,0,7,0,0,4,0,0,9,0,2,7,0,0,0,0,15,0,0,0,0,0,0,0,0,4,1,0,0,0,0
1529,NA,0,1,8,8,7,3,0,0,0,3,4,0,3,0,0,0,2,0,0,1,0,0,4,51,3,171,0,0,21,0,0,8,0,0,4,1,1,10,0,0,0,0,26,0,1,1,0,0,0,0,1,5,7,11,1,2,0
1539,NA,0,1,5,6,3,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,3,0,2,58,0,218,3,1,6,2,0,5,0,0,5,0,8,4,0,0,0,0,11,0,0,1,0,1,0,0,0,5,18,4,1,0,0
1549,NA,0,0,6,2,8,1,0,0,1,2,0,0,4,0,0,0,2,0,0,0,1,4,0,62,0,160,0,0,9,3,0,2,0,0,7,0,4,8,0,0,0,0,22,0,0,0,0,0,0,0,0,6,2,11,0,0,0
1559,NA,0,0,4,3,4,0,0,0,0,1,5,0,3,0,1,0,2,0,0,0,2,0,1,49,0,195,0,0,12,1,0,10,0,0,4,0,3,9,0,1,0,0,16,0,1,0,0,0,0,0,0,9,18,10,0,0,0
1579,NA,0,1,8,5,6,0,0,0,0,3,0,0,2,0,0,0,1,0,0,0,1,5,0,46,0,175,0,0,5,1,0,2,0,0,4,0,1,8,0,0,0,0,29,0,0,0,0,0,0,0,0,15,5,7,0,0,0
1589,NA,0,0,4,4,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,2,76,0,229,0,0,15,1,0,4,0,0,1,0,6,1,0,0,0,0,8,0,0,0,0,0,0,0,1,1,11,6,1,0,0
1599,NA,0,0,1,2,6,0,0,0,0,1,1,0,1,0,0,0,6,0,0,0,0,3,0,76,0,169,0,0,11,0,0,7,0,0,2,0,5,4,0,0,0,0,20,0,1,0,0,0,0,0,0,7,5,0,0,0,0
1609,NA,2,1,5,6,0,1,0,0,0,2,9,0,2,1,0,0,2,0,0,0,1,0,2,70,0,230,1,1,18,1,0,3,0,0,4,0,5,11,0,0,0,0,12,0,0,1,0,0,0,0,1,3,20,13,4,2,2
1619,NA,0,0,3,3,5,1,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,1,79,0,160,0,0,14,0,0,6,0,0,7,0,2,5,0,0,0,1,17,0,0,0,0,0,0,0,0,6,0,2,0,0,0
1629,NA,0,0,7,6,6,0,0,1,0,0,2,1,2,0,1,0,1,0,0,0,1,0,1,73,0,175,1,1,12,0,0,8,0,0,4,0,2,6,0,0,0,0,6,0,0,0,0,0,0,0,0,6,8,3,1,0,1
1639,NA,0,0,5,1,5,1,0,0,0,0,3,0,0,1,0,0,10,0,0,0,0,0,4,75,0,159,0,0,0,2,0,5,0,0,4,0,7,6,0,0,0,0,23,0,0,0,0,0,0,0,0,13,4,4,0,0,0
1649,NA,0,2,3,5,3,1,0,0,0,1,9,1,0,0,1,0,4,0,0,0,0,0,2,89,0,250,3,0,13,2,0,5,0,0,4,0,3,1,0,0,0,0,10,0,0,0,0,0,0,0,1,9,15,7,1,3,1
1669,NA,0,1,0,12,7,2,0,2,0,0,2,0,0,0,1,0,2,0,0,0,0,0,2,67,0,251,0,0,10,2,0,1,0,0,4,0,2,7,0,0,0,0,11,0,0,1,0,0,0,0,0,5,14,2,2,0,1
1679,NA,0,0,3,3,6,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,1,1,0,68,0,167,0,0,18,2,0,8,0,0,3,0,4,3,0,0,0,0,16,0,0,0,0,0,0,0,0,9,6,5,0,0,0
1689,NA,0,0,4,10,1,0,0,0,0,1,7,0,0,0,2,0,2,0,0,0,4,0,1,58,0,224,1,0,13,0,0,1,0,0,3,0,7,6,0,1,0,0,11,0,0,0,0,0,0,0,0,5,8,11,3,0,0
1699,NA,0,0,5,3,6,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,1,59,0,184,0,0,10,1,0,6,0,0,3,0,1,4,0,0,0,0,15,0,0,0,0,0,0,0,0,7,2,3,0,0,0
1709,NA,0,0,2,7,4,1,0,0,0,0,9,0,0,1,0,0,3,0,0,0,1,0,0,70,0,199,0,1,7,2,0,4,0,1,3,0,2,4,0,0,0,0,14,0,0,1,0,0,0,0,2,8,13,2,1,0,0
1719,NA,0,2,6,7,4,0,0,0,0,4,1,0,1,2,0,0,1,0,0,0,0,0,1,74,0,151,0,0,11,2,0,7,0,0,9,0,2,7,0,0,0,0,22,0,0,0,0,0,0,0,0,8,5,1,0,0,0
1729,NA,0,0,10,2,1,0,1,0,0,2,8,0,0,0,0,0,1,0,0,0,0,0,2,59,0,179,0,0,8,0,0,1,0,0,3,0,1,7,0,0,0,0,11,0,0,0,0,0,1,0,0,8,6,8,2,0,1
1739,NA,0,0,0,8,5,0,0,0,0,4,1,0,4,0,0,0,2,0,0,3,0,1,2,101,0,167,0,0,9,1,0,3,0,0,0,0,1,5,0,0,0,0,18,0,0,0,0,0,0,0,0,5,3,1,0,0,0
1749,NA,0,0,5,2,3,0,0,0,0,2,12,0,0,1,0,0,3,0,0,0,5,1,1,59,0,211,2,0,5,0,0,1,0,0,6,0,3,4,0,1,0,0,7,0,0,1,0,0,0,0,1,4,9,2,0,0,1
1759,NA,0,0,1,2,5,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,2,1,87,0,164,0,0,11,1,0,2,0,0,0,0,16,9,0,0,0,0,23,0,0,0,0,0,0,0,0,17,7,0,0,0,0
1769,NA,0,1,2,7,5,0,0,0,0,0,4,1,0,3,3,0,0,0,0,0,2,0,3,91,0,196,1,1,23,2,0,6,0,0,3,0,4,8,0,0,0,0,12,0,2,0,0,0,0,0,0,6,3,11,1,0,0
1779,NA,0,0,3,4,4,1,0,0,0,1,1,0,0,0,0,0,3,0,0,1,0,0,0,68,0,172,0,1,9,2,0,7,0,0,6,0,1,6,0,0,0,0,18,0,0,0,0,0,0,0,0,11,7,2,0,0,0
1789,NA,0,1,6,10,2,1,0,0,0,1,2,0,0,0,2,0,1,0,0,0,6,0,2,86,0,165,0,0,28,6,0,4,0,0,6,0,0,2,0,0,0,0,26,0,2,0,0,0,0,0,1,8,5,7,0,2,2
1799,NA,0,3,5,6,5,0,0,0,0,0,1,0,2,0,0,0,14,0,0,0,0,0,4,76,0,152,0,0,0,0,0,7,0,0,4,0,1,6,0,0,0,0,18,0,0,0,0,0,0,0,0,11,3,0,0,0,0
1809,NA,0,0,1,4,4,0,0,1,0,0,8,0,0,0,0,0,0,0,0,1,2,2,4,57,0,162,0,0,9,0,0,2,0,0,1,0,2,8,0,1,0,0,8,0,0,0,0,0,0,1,0,12,12,11,1,1,1
1819,NA,0,1,5,6,5,0,0,0,0,7,1,0,0,0,0,0,2,0,0,0,0,2,0,81,0,145,0,0,9,2,0,5,0,0,5,0,2,9,0,0,0,0,24,0,0,0,0,0,0,0,0,14,2,3,0,0,0
1829,NA,0,0,6,4,2,1,0,0,0,4,8,0,0,1,0,0,0,0,0,1,6,0,3,80,0,176,0,0,24,1,0,4,0,0,3,0,3,10,0,0,0,0,7,0,2,0,0,1,0,0,0,7,10,10,0,0,1
1839,NA,0,0,3,7,5,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,2,0,104,0,128,0,1,9,1,0,5,0,0,3,0,1,8,0,0,0,1,23,0,0,0,0,0,0,0,0,12,2,0,0,0,0
1849,NA,0,0,4,9,4,0,0,0,0,4,9,0,0,1,0,0,1,0,0,0,6,0,2,80,0,210,1,0,17,2,0,2,0,0,4,0,2,11,0,0,0,0,12,0,0,1,0,0,0,0,0,10,13,11,1,0,0
1859,NA,0,1,10,3,6,1,0,0,0,2,1,0,5,0,0,0,1,0,0,0,1,2,0,76,0,143,0,0,6,1,0,6,0,0,1,0,1,7,0,0,0,0,28,0,0,0,0,0,0,0,0,6,3,10,0,0,0
1869,NA,0,2,3,4,4,0,0,0,0,6,2,0,0,0,2,0,0,0,0,0,5,0,0,94,0,231,0,0,23,2,0,4,0,0,3,0,0,6,0,0,0,0,7,0,1,0,0,0,0,1,1,8,14,5,2,0,0
1879,NA,0,1,9,4,5,0,0,0,0,5,0,0,3,0,0,0,3,0,0,0,1,2,2,63,0,171,0,0,6,0,0,5,0,0,3,0,2,4,0,0,0,0,20,0,0,0,0,0,0,0,0,10,5,1,0,0,0
1889,NA,0,1,1,4,7,0,0,0,0,2,10,0,0,2,0,0,2,0,0,0,1,0,2,92,0,192,0,0,13,2,0,3,0,0,10,0,2,4,0,0,1,0,7,0,0,1,0,0,0,0,0,2,9,14,1,1,1
1899,NA,0,0,3,6,6,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,101,0,142,0,0,22,0,0,2,0,0,3,0,2,6,0,0,0,0,12,0,0,0,0,0,0,0,0,8,2,1,0,0,0
1909,NA,0,0,2,9,1,0,0,1,0,3,6,0,0,0,0,0,1,0,0,0,7,0,3,94,0,220,0,0,16,2,0,9,0,0,2,0,1,9,1,0,0,0,20,0,0,0,0,0,0,0,0,1,21,15,1,0,0
1919,NA,0,0,4,3,4,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,2,0,106,0,142,0,0,7,3,0,6,0,0,4,0,3,5,0,0,0,0,11,0,0,0,0,0,0,0,0,12,1,0,0,0,0
1929,NA,0,1,6,4,6,0,0,0,0,2,7,0,0,2,0,0,2,0,0,0,3,0,3,66,0,201,2,0,16,3,0,5,0,1,2,0,3,9,0,0,0,0,11,0,3,0,0,0,0,0,1,6,10,9,3,0,8
1939,NA,0,0,6,4,5,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,1,1,87,0,141,0,1,22,1,0,7,0,0,3,0,1,8,0,0,0,0,14,0,0,0,0,0,0,0,0,11,3,2,0,0,0
1949,NA,0,0,3,6,6,0,1,0,0,2,4,0,0,1,1,0,1,0,0,0,5,0,3,62,0,167,0,0,28,2,1,10,0,0,1,0,1,3,0,1,0,0,9,0,0,1,0,0,0,1,0,13,8,8,2,0,0
1959,NA,0,0,4,7,5,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,2,2,80,0,157,0,0,14,1,0,5,0,0,3,0,4,8,0,0,0,0,14,0,0,0,0,0,0,0,0,26,5,1,0,0,0
1969,NA,0,0,2,8,1,0,0,1,0,1,3,0,0,0,1,0,2,0,0,0,1,0,8,98,0,248,0,0,27,2,0,5,0,1,9,0,1,11,0,0,0,0,7,0,2,1,0,0,0,0,1,12,3,12,2,1,1
